0.30277777777777776;Ton regard\Nest comme le mien : perçant !
0.6972222222222222;Ton regard est comme le mien :\Nperçant !
0.45;Un spectacle de fauconnerie,\Nles yeux perçants révèlent la supercherie.
0.35174418604651164;Faucon habile cache le crime\NDites-moi, vous comptez vraiment faire un festival ?
0.5145348837209303;Faucon habile cache le crime Dites-moi,\Nvous comptez vraiment faire un festival ?
0.39454545454545453;La nature présente en cette montagne\Na le pouvoir d'apaiser le cœur des gens.
0.1352601156069364;Je vois,\Nc'est vrai que se retrouver entouré de nature nous permet de nous échapper de la vie quotidienne.
0.5364161849710982;Je vois, c'est vrai que se retrouver entouré de nature\Nnous permet de nous échapper de la vie quotidienne.
0.38461538461538464;Dis, mon chéri,\Ntu pourrais attraper un sanglier ?
0.1797752808988764;Oui,\Nj'ai fabriqué de mes mains tous les animaux du café.
0.2782956058588549;Quand mon mari a quitté sa boîte\Net m'a proposé de monter cet établissement, j'ai démissionné pour le suivre.
0.6844207723035952;Quand mon mari a quitté sa boîte et m'a proposé de monter cet établissement,\Nj'ai démissionné pour le suivre.
0.5630550621669627;Mais comme je n'ai pas d'autre talent,\Nj'ai fabriqué tout ça.
0.5794223826714802;Ces figurines représentent l'expérience\Net les souvenirs accumulés ici.
0.27976190476190477;On ferme le couvercle,\Non allume le feu, on tourne et on attend que la pression monte.
0.4732142857142857;On ferme le couvercle, on allume le feu,\Non tourne et on attend que la pression monte.
0.5645161290322581;Les gamins de ton âge venaient se presser,\Nc'était quelque chose.
0.21161048689138576;Mais maintenant,\Nje suis le seul du coin qui continue à en faire.
0.5453020134228188;Alors je peux dire merci à Genichi\Nde me laisser souffler du riz dans son café.
0.5145797598627787;Quand la pression est bien montée,\Non met la grille pour pouvoir le récupérer.
0.4013605442176871;Allez,\Nc'est parti !
0.6410256410256411;On ajoute de l'eau sucrée,\Non mélange bien...
0.4633431085043988;J'aime les oiseaux,\Nsurtout les oiseaux de proie.
0.47674418604651164;C'est maintenant assez désert,\Nmais il y avait foule, à l'époque.
0.34394904458598724;Avec mon partenaire,\Nj'aimerais faire revivre cette ville.
0.3737931034482759;Alors ça m'aiderait beaucoup\Nsi vous pouviez parler de cet endroit, à l'école par exemple...
0.7986206896551724;Alors ça m'aiderait beaucoup si vous pouviez parler de cet endroit,\Nà l'école par exemple...
0.5815047021943573;Le clou du spectacle du festival d'Hokuho,\Nnous allons envoyer le faucon jusqu'à cette cible !
0.413312693498452;Il y a un appât de viande\Ndisposé sur cette zone ouverte dans la montagne.
0.2918781725888325;Oui, Genichi Takehara, la victime,\Nétait dans ce buisson armé d'un fusil quand le faucon l'a attaqué.
0.6725888324873096;Oui, Genichi Takehara, la victime, était dans ce buisson armé d'un fusil\Nquand le faucon l'a attaqué.
0.5514705882352942;Cherchant à se défendre,\Nil a fait feu de son arme.
0.42984014209591476;Quand le faucon est parti,\Nj'ai cru voir une chose briller près de cet endroit.
0.30158730158730157;Mais mon bon Môri,\Nle canon d'un fusil est plus long que celui d'un pistolet.
0.5912162162162162;Il a pointé son fusil ainsi\Net ensuite...
0.49393939393939396;Il s'est mis comme ça\Navant de se pencher ainsi.
0.3995433789954338;Je sais que mes excuses\Nne ramèneront pas Genichi, mais...
0.3837638376383764;Ce n'est pas ta faute,\Nni celle de ton faucon.
0.5967741935483871;Mais le festival est terminé pour cette année,\Nplus personne ne viendra...
0.5501222493887531;On doit tenir pour que mon mari\Npuisse reposer en paix.
0.16881028938906753;Je ne sais pas,\Nune blessure ici peut-être fatale, mais heureusement, ce n'est qu'une égratignure.
0.7588424437299035;Je ne sais pas, une blessure ici peut-être fatale, mais heureusement,\Nce n'est qu'une égratignure.
0.2459016393442623;Dites,\Ncomment se blessent-ils, en général ?
0.35266457680250785;Il y a de nombreuses façons,\Nmais ils se prennent souvent dans des fils ou des leurres.
0.3106796116504854;M. l'inspecteur,\Npouvez-vous rassembler tout le monde ?
0.4350282485875706;C'est une mise en scène\Npour faire croire à un accident.
0.5325;Un fil avait été tiré\Nprès du lieu de sa mort.
0.4879032258064516;Il était au fond de la vallée,\Nenroulé autour d'un tonneau de bois.
0.4308231173380035;Il a été jeté au fond du ravin\Npour cacher le dispositif, c'est certain.
0.5323076923076923;Le fil était relié à ce dernier\Net tendu devant la cible du faucon.
